Document,Name,Tag,Year,NER,Date
,Ronald W. Reagan,LOCATION,1980.0,California,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,future,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Reagan,28 Oct 1980
9_1980,Ronald W. Reagan,PERSON,1980.0,Georgia,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,California,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,one-sixth,28 Oct 1980
9_1980,Howard Smith,PERSON,1980.0,Reagan,28 Oct 1980
9_1980,Ronald W. Reagan,PERSON,1980.0,the days,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,the past,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,million,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,Executive,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,once,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,Detroit,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,Reagan,28 Oct 1980
,WALTERS,LOCATION,1980.0,current,28 Oct 1980
,WALTERS,LOCATION,1980.0,terrorism,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Israel,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Jews,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,France,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Libya,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,recently,28 Oct 1980
,WALTERS,LOCATION,1980.0,Iraq,28 Oct 1980
,WALTERS,NATIONALITY,1980.0,Iran,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Iraq war,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Iran,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,Iran,28 Oct 1980
9_1980,Howard Smith,PERSON,1980.0,Reagan,28 Oct 1980
,WALTERS,LOCATION,1980.0,current,28 Oct 1980
,WALTERS,LOCATION,1980.0,terrorism,28 Oct 1980
9_1980,WALTERS,PERSON,1980.0,37 million,28 Oct 1980
,WALTERS,LOCATION,1980.0,Shah,28 Oct 1980
,WALTERS,LOCATION,1980.0,Ayatollah,28 Oct 1980
,WALTERS,NATIONALITY,1980.0,Reagan,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,Soviet,28 Oct 1980
,Ronald W. Reagan,NATIONALITY,1980.0,a second,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Third,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,PLO,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Israel,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,PLO,28 Oct 1980
,STONE,ORGANIZATION,1980.0,Carter,28 Oct 1980
,STONE,NATIONALITY,1980.0,Russia,28 Oct 1980
9_1980,Ronald W. Reagan,PERSON,1980.0,Soviet,28 Oct 1980
9_1980,Ronald W. Reagan,PERSON,1980.0,Union,28 Oct 1980
9_1980,Ronald W. Reagan,PERSON,1980.0,Carter,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,Mondale,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,Soviet,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,Carter,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,seven,28 Oct 1980
,STONE,LOCATION,1980.0,Vienna,28 Oct 1980
,STONE,LOCATION,1980.0,Carter,28 Oct 1980
,STONE,NATIONALITY,1980.0,Vienna,28 Oct 1980
9_1980,Jimmy E. Carter,PERSON,1980.0,Oval Office,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Antiballistic Missile Treaty,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Soviet,28 Oct 1980
9_1980,Howard Smith,PERSON,1980.0,90 %,28 Oct 1980
9_1980,Howard Smith,PERSON,1980.0,Henry Jackson,28 Oct 1980
,Howard Smith,LOCATION,1980.0,Soviet,28 Oct 1980
,Howard Smith,LOCATION,1980.0,Hollings,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Soviet,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,50,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,TNT,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,million,28 Oct 1980
,HARRYELLIS,LOCATION,1980.0,a year ago,28 Oct 1980
,HARRYELLIS,LOCATION,1980.0,Arab,28 Oct 1980
,HARRYELLIS,LOCATION,1980.0,U.S.,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,OPEC,28 Oct 1980
,ELLIS,LOCATION,1980.0,a year ago,28 Oct 1980
,ELLIS,LOCATION,1980.0,Arab,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,70 %,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,32,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,$ 227 billion,28 Oct 1980
9_1980,Ronald W. Reagan,PERSON,1980.0,$ 10 billion,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,OSHA,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,Occupational Safety and Health Agency,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,California,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Reagan,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,95 %,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,1954,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,California,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,California,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,California city,28 Oct 1980
9_1980,Howard Smith,PERSON,1980.0,Reagan,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,trillions of dollars,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,White House,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,four,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Social Security,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,early this week,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,the future,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,years ago,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,Social Security,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Social Security,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,the past,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Reagan,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,disease,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,general,28 Oct 1980
,Ronald W. Reagan,ORGANIZATION,1980.0,illness,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Social Security,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Democratic Party,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Reagan,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,Republicans,28 Oct 1980
9_1980,Howard Smith,PERSON,1980.0,Carter,28 Oct 1980
9_1980,Jimmy E. Carter,PERSON,1980.0,Reagan,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,North Korea,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,South,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,1968,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,this year,28 Oct 1980
9_1980,Ronald W. Reagan,PERSON,1980.0,Barbara,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,40 years,28 Oct 1980
,Jimmy E. Carter,ORGANIZATION,1980.0,Reagan,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,14,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,years,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,Southerner,28 Oct 1980
9_1980,Jimmy E. Carter,PERSON,1980.0,1960,28 Oct 1980
9_1980,Jimmy E. Carter,PERSON,1980.0,1968,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Reagan,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Reagan,28 Oct 1980
,Jimmy E. Carter,LOCATION,1980.0,Cleveland,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,League of Women Voters,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,Oval Office,28 Oct 1980
,Jimmy E. Carter,NATIONALITY,1980.0,the future,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,New York City,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,four years ago,28 Oct 1980
,Ronald W. Reagan,LOCATION,1980.0,Los Angeles,28 Oct 1980
,Henry Ross Perot,NATIONALITY,1992.0,a minute,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,a day,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,Lomax AME Church,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,",",15 Oct 1992
,William(Bill) J. Clinton,ORGANIZATION,1992.0,Every year,15 Oct 1992
,William(Bill) J. Clinton,LOCATION,1992.0,October,15 Oct 1992
,William(Bill) J. Clinton,LOCATION,1992.0,middle class,15 Oct 1992
,William(Bill) J. Clinton,NATIONALITY,1992.0,grip,15 Oct 1992
,AUDIENCE_QUESTION,ORGANIZATION,1992.0,the year 2036,15 Oct 1992
,AUDIENCE_QUESTION,ORGANIZATION,1992.0,the year 2026,15 Oct 1992
21_1992,George H. W. Bush,PERSON,1992.0,new age,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,Social Security,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,Social Security Fund,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,US,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,Ross,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,about 5 years,15 Oct 1992
,Henry Ross Perot,ORGANIZATION,1992.0,once,15 Oct 1992
,Henry Ross Perot,LOCATION,1992.0,$ 4 trillion,15 Oct 1992
21_1992,William(Bill) J. Clinton,PERSON,1992.0,Bush,15 Oct 1992
21_1992,William(Bill) J. Clinton,PERSON,1992.0,Perot,15 Oct 1992
,William(Bill) J. Clinton,ORGANIZATION,1992.0,2,15 Oct 1992
,William(Bill) J. Clinton,ORGANIZATION,1992.0,a year,15 Oct 1992
,William(Bill) J. Clinton,LOCATION,1992.0,a year,15 Oct 1992
21_1992,George H. W. Bush,PERSON,1992.0,ambassador,15 Oct 1992
21_1992,George H. W. Bush,PERSON,1992.0,Bob Strauss,15 Oct 1992
21_1992,George H. W. Bush,PERSON,1992.0,Jim Baker,15 Oct 1992
21_1992,George H. W. Bush,PERSON,1992.0,US,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,the future,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,years,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,Soviet,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,minute,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,Somalia,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,Ross,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,democracy,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,Saddam Hussein,15 Oct 1992
,Henry Ross Perot,ORGANIZATION,1992.0,45 years,15 Oct 1992
,Henry Ross Perot,LOCATION,1992.0,a year,15 Oct 1992
,Henry Ross Perot,LOCATION,1992.0,Germany,15 Oct 1992
21_1992,William(Bill) J. Clinton,PERSON,1992.0,2,15 Oct 1992
,William(Bill) J. Clinton,LOCATION,1992.0,Bush,15 Oct 1992
,William(Bill) J. Clinton,LOCATION,1992.0,democracy,15 Oct 1992
,William(Bill) J. Clinton,LOCATION,1992.0,Haiti,15 Oct 1992
,William(Bill) J. Clinton,NATIONALITY,1992.0,Russia,15 Oct 1992
,William(Bill) J. Clinton,NATIONALITY,1992.0,Japan,15 Oct 1992
,William(Bill) J. Clinton,NATIONALITY,1992.0,prime minister,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,1700,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,2000,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,Clinton,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,Texas,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,2000,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,1700,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,New American School Corporation,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,mayor,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,2000,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,California,15 Oct 1992
21_1992,William(Bill) J. Clinton,PERSON,1992.0,hours,15 Oct 1992
,William(Bill) J. Clinton,ORGANIZATION,1992.0,Seventy percent,15 Oct 1992
,William(Bill) J. Clinton,NATIONALITY,1992.0,charter,15 Oct 1992
,William(Bill) J. Clinton,NATIONALITY,1992.0,"$ 200,000",15 Oct 1992
,Henry Ross Perot,LOCATION,1992.0,Texas,15 Oct 1992
,Henry Ross Perot,LOCATION,1992.0,Houston,15 Oct 1992
,Henry Ross Perot,LOCATION,1992.0,35 %,15 Oct 1992
21_1992,George H. W. Bush,PERSON,1992.0,Clinton,15 Oct 1992
21_1992,George H. W. Bush,PERSON,1992.0,Bill,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,II,15 Oct 1992
,George H. W. Bush,LOCATION,1992.0,46 %,15 Oct 1992
,William(Bill) J. Clinton,LOCATION,1992.0,Beasley Academic Center,15 Oct 1992
,AUDIENCE_QUESTION,LOCATION,1992.0,Afro-American,15 Oct 1992
,William(Bill) J. Clinton,LOCATION,1992.0,hours,15 Oct 1992
21_1992,Carole Simpson,PERSON,1992.0,Bush,15 Oct 1992
21_1992,George H. W. Bush,PERSON,1992.0,this year,15 Oct 1992
,George H. W. Bush,ORGANIZATION,1992.0,the year,15 Oct 1992
21_1992,Henry Ross Perot,PERSON,1992.0,General,15 Oct 1992
,Henry Ross Perot,ORGANIZATION,1992.0,18 months,15 Oct 1992
,Henry Ross Perot,ORGANIZATION,1992.0,tomorrow night,15 Oct 1992
,William(Bill) J. Clinton,NATIONALITY,1992.0,12 years,15 Oct 1992
15_1988,Bernard Shaw,PERSON,1988.0,second,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,Cable News Network,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,ABC NEWS,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,Margaret Warner,13 Oct 1988
,Bernard Shaw,ORGANIZATION,1988.0,Bernard Shaw,13 Oct 1988
,Bernard Shaw,ORGANIZATION,1988.0,CNN,13 Oct 1988
,Bernard Shaw,ORGANIZATION,1988.0,Ann Compton,13 Oct 1988
,Bernard Shaw,ORGANIZATION,1988.0,Andrea Mitchell,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,Gov.,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,murder,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,police officer,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Lloyd Bentsen,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Dan Quayle,13 Oct 1988
,George H. W. Bush,NATIONALITY,1988.0,second,13 Oct 1988
,George H. W. Bush,NATIONALITY,1988.0,United States of America,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,Gov.,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,commander,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Bush,13 Oct 1988
,COMPTON,ORGANIZATION,1988.0,the last five years,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,4 percent,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,Gov.,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,the past year,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,chief executive,13 Oct 1988
,Michael S. Dukakis,NATIONALITY,1988.0,trillion,13 Oct 1988
,COMPTON,LOCATION,1988.0,ten,13 Oct 1988
,COMPTON,NATIONALITY,1988.0,Massachusetts,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,IRS,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,Bush,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,future,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,White House,13 Oct 1988
,Michael S. Dukakis,NATIONALITY,1988.0,billions of dollars,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,$ 29 million,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,Social Security,13 Oct 1988
,Bernard Shaw,NATIONALITY,1988.0,once,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Massachusetts,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,twenty-five years,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,White House,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,days,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,democracy,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,D.C,13 Oct 1988
,George H. W. Bush,NATIONALITY,1988.0,leader,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,ACLU,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Republicans,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Franklin Roosevelt,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Harry Truman,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,John Kennedy,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Packard Commission Report,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,$ 850 million,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,Pentagon,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,Andrea,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Soviet,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Washington,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Bush,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,MX,13 Oct 1988
15_1988,MITCHELL,PERSON,1988.0,Jerry Ford,13 Oct 1988
15_1988,MITCHELL,PERSON,1988.0,Jimmy Carter,13 Oct 1988
15_1988,MITCHELL,PERSON,1988.0,Sam Nunn,13 Oct 1988
15_1988,MITCHELL,PERSON,1988.0,Henry Kissinger,13 Oct 1988
,George H. W. Bush,NATIONALITY,1988.0,Europe,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,Gov.,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Olympics,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Hispanic,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Cuba,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Fauci,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,doctor,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Cuban,13 Oct 1988
,George H. W. Bush,NATIONALITY,1988.0,Villadaris,13 Oct 1988
15_1988,COMPTON,PERSON,1988.0,Gov.,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,night before,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,model,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,five,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Dukakis,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Teddy Roosevelt,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Sam Raybum,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,sheriff,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Monday,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Lou,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,George,13 Oct 1988
,Michael S. Dukakis,NATIONALITY,1988.0,seven,13 Oct 1988
,Michael S. Dukakis,NATIONALITY,1988.0,Ann,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Barb,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Washington,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Robin,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,a few weeks,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,river,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Margaret,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,future,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Soviet,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,the other day,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Soviet,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Longview,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,UN,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Soviet,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Kennedy,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,about a year ago,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,at least the first year,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,yesterday,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,Republicans,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,Texas,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,liberal Democratic,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,Democrats,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Social Security,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Andrea,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,George Bush,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,a few years ago,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,National Governors Association,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,West Coast,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,$ 40 billion,13 Oct 1988
,COMPTON,ORGANIZATION,1988.0,Supreme Court,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Mike Dukakis,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Bork,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Chief Justice,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,conservative,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,prosecutor,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Supreme Court,13 Oct 1988
,COMPTON,ORGANIZATION,1988.0,Social Security,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Social Security,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Ruby Samsons,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,Social Security,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,three months,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,Gov.,13 Oct 1988
,WARNER,ORGANIZATION,1988.0,Andrea,13 Oct 1988
,Michael S. Dukakis,NATIONALITY,1988.0,240 million,13 Oct 1988
,Michael S. Dukakis,NATIONALITY,1988.0,Pentagon,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,liberal Democrat,13 Oct 1988
,WARNER,ORGANIZATION,1988.0,EPA,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,sportsman,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,five seconds,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,Earl Wallop,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Massachusetts,13 Oct 1988
15_1988,Bernard Shaw,PERSON,1988.0,Gov.,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,one minute,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,United States of America,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,once,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,George Bush,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Harbor,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,'80s,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,millions of dollars,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,George,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Midwest,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,charter,13 Oct 1988
15_1988,MITCHELL,PERSON,1988.0,Jimmy Carter,13 Oct 1988
,MITCHELL,NATIONALITY,1988.0,26 days,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,seven,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Crystal Gayle,13 Oct 1988
15_1988,George H. W. Bush,PERSON,1988.0,Barry Goldwater,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Boston,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Texas,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Barry Goldwater,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,five seconds,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,count,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,ten,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,20 percent,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Bush,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Arab,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,drugs,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,modernization,13 Oct 1988
,Michael S. Dukakis,ORGANIZATION,1988.0,Pentagon,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Central,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Syria,13 Oct 1988
,Michael S. Dukakis,LOCATION,1988.0,Latin,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Soviet,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Cubans,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Russians,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Central,13 Oct 1988
,COMPTON,ORGANIZATION,1988.0,this week,13 Oct 1988
,COMPTON,ORGANIZATION,1988.0,current,13 Oct 1988
,George H. W. Bush,ORGANIZATION,1988.0,Idaho,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,Massachusetts,13 Oct 1988
,George H. W. Bush,LOCATION,1988.0,River,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,George Bush,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Meese,13 Oct 1988
15_1988,Michael S. Dukakis,PERSON,1988.0,Secretary of the Interior,13 Oct 1988
