ID,TYPE,BEGIN,END,TEXT,Document,PartIndex,SentenceIndex
T252,Claim,33489,33572,"I think what Mr. Novins was referring to was not one of Senator Kennedy's speeches,",1_1960,37,1
T253,Claim,33577,33646,"the Democratic platform, which did mention cutting the national debt.",1_1960,37,-1
T254,Claim,33647,33725;33795,"I think, too, that it should be pointed out that of course it is not possible, either to cut the national debt or to reduce taxes.",1_1960,-1,-1
T256,Premise,33867,33903,it will be necessary to raise taxes.,1_1960,37,4
T257,Premise,33904,34072,As Senator Kennedy points out that as far as his one proposal is concerned - the one for medical care for the aged - that that would be financed out of Social Security.,1_1960,37,-1
T255,Claim,34073,34139,"That, however, is raising taxes for those who pay Social Security.",1_1960,37,-1
T258,Premise,34140,34238,He points out that he would make pay-as-you-go be the basis for our natural resources development.,1_1960,37,-1
T259,Claim,34245,34302,"our natural resources development - which I also support,",1_1960,37,7
T260,Claim,34503,34589,it doesn't mean that you - the government doesn't have to put out the money this year.,1_1960,37,-1
T261,Premise,34327,34502,"whenever you uh - uh - in - in - uh - appropriates money for one of these projects, you have to pay now and appropriate the money and the eh- while they eventually do pay out,",1_1960,37,7
T262,Claim,34712,34733,he has to raise taxes,1_1960,37,-1
T263,Claim,34737,34768,he has to unbalance the budget.,1_1960,37,9
T264,Premise,34809,34828,"you have inflation,",1_1960,37,9
T265,Claim,34947,35012,"As far as aid for school construction is concerned, I favor that,",1_1960,37,10
T266,Claim,35152,35200,I believe that's the best way to aid our schools,1_1960,37,11
T267,Premise,35201,35296,without running any risk whatever of the federal government telling our teachers what to teach.,1_1960,-1,-1
T268,Claim,35441,35508,"I think you asked for a crash program to raise education standards,",1_1960,39,0
T269,Premise,35586,35699,you said - it was back in 1957 - that salaries paid to school teachers were nothing short of a national disgrace.,1_1960,39,-1
T270,Premise,35700,35755,"Higher salaries for teachers, you added, were important",1_1960,39,2
T271,Premise,35760,35831,if the situation wasn't corrected it could lead to a national disaster.,1_1960,39,-1
T272,Claim,35841,35903,you refused to vote in the Senate in order to break a tie vote,1_1960,39,3
T273,Premise,35909,35995,"that single vote, if it had been yes, would have granted salary increases to teachers.",1_1960,39,-1
T274,Claim,36203,36365,I think that the reason that I voted against having the federal government uh - pay teachers' salaries was probably the very reason that concerned Senator Kennedy,1_1960,40,1
T275,Premise,36396,36482,"in his kick-off press conference, he said that he favored aid for school construction,",1_1960,40,1
T276,Premise,36487,36560,at that time did not feel that there should be aid for teachers' salaries,1_1960,40,1
T277,Claim,36833,36867,we want higher teachers' salaries.,1_1960,40,-1
T278,Claim,36907,36964,we also want our education to be free of federal control.,1_1960,40,-1
T279,Claim,36868,36902,We need higher teachers' salaries.,1_1960,40,7
T280,Claim,37025,37133,"inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach.",1_1960,40,-1
T281,Premise,36965,37024,"When the federal government gets the power to pay teachers,",1_1960,40,8
T282,Claim,37134,37176,I think this would be bad for the country;,1_1960,40,9
T283,Claim,37177,37229,I think it would be bad for the teaching profession.,1_1960,40,-1
T284,Claim,37274,37311,I favor higher salaries for teachers.,1_1960,40,12
T285,Premise,37396,37480,"the way that you get higher salaries for teachers is to support school construction,",1_1960,40,12
T286,Premise,37498,37631,all of the local school districts in the various states then have money which is freed to raise the standards for teachers' salaries.,1_1960,40,-1
T287,Claim,37764,37867,your local communities and your states are not going to meet the responsibility as much as they should.,1_1960,40,-1
T288,Premise,37662,37763,"once you put the responsibility on the federal government for paying a portion of teachers' salaries,",1_1960,40,13
T289,Claim,37868,37986,"I believe, in other words, that we have seen the local communities and the state assuming more of that responsibility.",1_1960,40,-1
T290,Premise,37987,38136,Teachers' salaries very fortunately have gone up fifty percent in the last eight years as against only a thirty-four percent rise for other salaries.,1_1960,40,-1
T291,Claim,38180,38308,I do not believe that the way to get more salaries for teachers is to have the federal government get in with a massive program.,1_1960,40,-1
T292,Premise,38355,38506,"My objection here is the potential cost in controls and eventual freedom for the American people by giving the federal government power over education,",1_1960,40,19
T293,Premise,38309,38354,My objection here is not the cost in dollars.,1_1960,40,-1
T294,Claim,38665,38744,"I do not believe the federal government should pay directly teachers' salaries,",1_1960,42,0
T295,Premise,38749,38802,that was not the issue before the Senate in February.,1_1960,42,-1
T296,Premise,38803,38878,The issue before the Senate was that the money would be given to the state.,1_1960,42,-1
T297,Premise,38879,38987,The state then could determine whether the money would be spent for school construction or teacher salaries.,1_1960,42,-1
T298,Claim,38988,39040,On that question the Vice President and I disagreed.,1_1960,42,-1
T299,Premise,39041,39100,I voted in favor of that proposal and supported it strongly,1_1960,42,4
T300,Claim,39110,39220,I think that that provided assistance to our teachers for their salaries without any chance of federal control,1_1960,42,4
T301,Premise,39225,39278,it is on that vote that th- Mr. Nixon and I disagreed,1_1960,42,4
T302,Premise,39284,39354,his tie vote uh - defeated his breaking the tie defeated the proposal.,1_1960,42,-1
T303,Claim,39355,39426,I don't want the federal government paying teachers' salaries directly.,1_1960,42,-1
T304,Claim,39571,39664,in my opinion you protect the local authority over the school board and the school committee.,1_1960,42,-1
T305,Premise,39431,39465,if the money will go to the states,1_1960,42,6
T306,Premise,39470,39570,"the states can then determine whether it shall go for school construction or for teachers' salaries,",1_1960,42,6
T307,Claim,39669,39712,therefore I think that was a sound proposal,1_1960,42,7
T308,Premise,39717,39743,that is why I supported it,1_1960,42,-1
T309,Premise,39748,39778,I regret that it did not pass.,1_1960,42,8
T310,Claim,39937,39975,"That is wholly wrong, wholly in error,",1_1960,42,9
T311,Claim,40137,40218,That is not my view and I think it ought to be stated very clearly on the record.,1_1960,42,-1
T312,Premise,39981,40136,t is a fact that in the last eight years the Democratic Congress has reduced the appropri- the requests for the appropriations by over ten billion dollars.,1_1960,42,-1
T313,Premise,39831,39886,the Democratic platform would cost a good deal of money,1_1960,42,8
T314,Premise,39896,39936,I am in favor of unbalancing the budget.,1_1960,42,9
T315,Claim,40219,40260;40300,My view is that you can do these programs within a balanced budget,1_1960,-1,-1
T316,Premise,40325,40356,if our economy is moving ahead.,1_1960,43,0
T317,Premise,40477,40505,if you are elected president,1_1960,44,0
T318,Claim,40506,40644,"you'll try and push through Congress bills on medical aid to the aged, a comprehensive minimum hourly wage bill, federal aid to education.",1_1960,44,-1
T319,Premise,41082,41170,we did pass in the Senate a bill uh - to provide a dollar twenty-five cent minimum wage.,1_1960,47,-1
T320,Premise,41791,41847,we passed a federal aid to education bill in the Senate.,1_1960,47,-1
T322,Premise,41219,41252,the House failed by eleven votes.,1_1960,47,2
T323,Premise,41274,41369,two-thirds of the Republicans in the House voted against a dollar twenty-five cent minimum wage,1_1960,47,2
T324,Premise,41374,41476,a majority of the Democrats sustained it - nearly two-thirds of them voted for the dollar twenty-five.,1_1960,47,-1
T321,Claim,41171,41180,It failed,1_1960,47,1
T325,Premise,41189,41214,the House did not pass it,1_1960,47,-1
T326,Claim,41544,41667,it's extremely difficult with the great power that the president does to pass any bill when the president is opposed to it.,1_1960,47,-1
T327,Premise,41668,41780,All the president needs to sustain his veto of any bill is one-third plus one in either the House or the Senate.,1_1960,47,-1
T328,Claim,41848,41911,It failed to came to the floor of the House of Representatives.,1_1960,47,-1
T329,Premise,41912,41949,It was killed in the Rules Committee.,1_1960,47,8
T330,Premise,41954,42156,it is a fact in the August session that the four members of the Rules Committee who were Republicans joining with two Democrats voted against sending the aid to education bill to the floor of the House.,1_1960,47,-1
T331,Premise,42157,42185,Four Democrats voted for it.,1_1960,47,10
T332,Premise,42186,42322,Every Republican on the Rules Committee voted against sending that bill to be considered by the members of the House of Representatives.,1_1960,47,-1
T333,Claim,42448,42487,We wanted to tie it to Social Security.,1_1960,47,-1
T334,Premise,42488,42521,We offered an amendment to do so.,1_1960,47,14
T335,Premise,42522,42556,"Forty-four Democrats voted for it,",1_1960,47,-1
T336,Premise,42557,42585,one Republican voted for it.,1_1960,47,15
T337,Premise,42590,42709,we were informed at the time it came to a vote that if it was adopted the President of the United States would veto it.,1_1960,47,-1
T338,Claim,42710,42856,"In my judgment, a vigorous Democratic president supported by a Democratic majority in the House and Senate can win the support for these programs.",1_1960,47,-1
T339,Claim,42972,43083,"in my judgment you will continue what happened in the August session, which is a clash of parties and inaction.",1_1960,-1,-1
T340,Premise,42861,42971,"if you send a Republican president and a Democratic majority and the threat of a veto hangs over the Congress,",1_1960,47,17
T341,Claim,43120,43167,Well obviously my views are a little different.,1_1960,49,1
T342,Premise,43449,43514,there are eight Democrats on that committee and four Republicans.,1_1960,49,-1
T343,Claim,43546,43680,it is very difficult to blame the four Republicans for the eight Democrats' not getting a something through that particular committee.,1_1960,49,-1
T344,Claim,43706,43858,to blame the President in his veto power for the inability of the Senator and his colleagues to get action in this special session uh - misses the mark.,1_1960,49,-1
T345,Premise,43904,43980,"he has to have the people upo- behind him, not just a third of the Congress.",1_1960,49,-1
T346,Claim,44154,44239,why didn't they pass them and send to the President and get a veto and have an issue?,1_1960,49,-1
T347,Premise,44008,44108,If the majority of the members of the Congress felt that these particular proposals were good issues,1_1960,49,7
T348,Claim,44240,44390,The reason why these particular bills in these various fields that have been mentioned were not passed was not because the President was against them;,1_1960,49,-1
T349,Claim,44391,44435,it was because the people were against them.,1_1960,49,-1
T350,Claim,44436,44473,It was because they were too extreme.,1_1960,49,10
T351,Claim,44763,44804,they could get through the next Congress.,1_1960,50,0
T352,Premise,44645,44666,"they are not extreme,",1_1960,49,10
T353,Premise,44675,44757,"they will accomplish the end uh - without too great cost in dollars or in freedom,",1_1960,-1,-1
T354,Claim,45129,45209,"we, of course, expect to pick up some seats in both in the House and the Senate.",1_1960,52,-1
T355,Premise,45215,45304,"We would hope to control the House, to get a majority in the House uh - in this election.",1_1960,52,-1
T356,Premise,45305,45346,"We cannot, of course, control the Senate.",1_1960,52,3
T357,Claim,45364,45533,"a president will be able to lead - a president will be able to get his program through - to the effect that he has the support of the country, the support of the people.",1_1960,52,-1
T358,Claim,45701,45722,It isn't really that.,1_1960,52,6
T359,Premise,45723,45816,"Whenever a majority of the people are for a program, the House and the Senate responds to it.",1_1960,52,-1
T360,Claim,46009,46165,"I believe that you will find that the president, if it were a Republican, as it would be in my case, would be able to get his program through that Congress.",1_1960,52,-1
T361,Premise,45901,46008,"if the country will have voted for the candidate for the presidency and for the proposals that he has made,",1_1960,52,7
T362,Claim,46331,46429,You must always remember that a president can't stop anything unless he has the people behind him.,1_1960,52,-1
T363,Premise,46434,46688,"the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President.",1_1960,-1,-1
T364,Premise,46811,46951,One was a bill for a dollar twenty-five cents an hour for anyone who works in a store or company that has a million dollars a year business.,1_1960,54,-1
T365,Claim,46952,46988,I don't think that's extreme at all;,1_1960,54,2
T366,Premise,46993,47111,yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,1_1960,54,-1
T367,Claim,47184,47282,"because of the defeat of teacher salaries, it was not a bill that uh - met in my opinion the need.",1_1960,54,-1
T368,Premise,47309,47400,"it was a bill that was less than you recommended, Mr. Nixon, this morning in your proposal.",1_1960,54,-1
T369,Claim,47401,47427,It was not an extreme bill,1_1960,54,6
T370,Premise,47432,47476,"yet we could not get one Republican to join,",1_1960,54,6
T371,Claim,47486,47648,I think four of the eight Democrats voted to send it to the floor of the House - not one Republican - and they joined with those Democrats who were opposed to it.,1_1960,54,-1
T372,Claim,47649,47718,I don't say the Democrats are united in their support of the program.,1_1960,54,-1
T373,Claim,47723,47747,I do say a majority are.,1_1960,54,9
T374,Claim,47752,47806,I say a majority of the Republicans are opposed to it.,1_1960,54,-1
T375,Claim,48251,48307,I think it shows the difference between the two parties.,1_1960,54,-1
T376,Claim,47928,47970,It does not put a deficit on the Treasury.,1_1960,54,12
T377,Premise,47971,48065,The proposal advanced by you and by Mr. Javits would have cost six hundred millions of dollars,1_1960,54,12
T378,Premise,48068,48196,"Mr. Rockefeller rejected it in New York, said he didn't agree with the financing at all, said it ought to be on Social Security.",1_1960,54,-1
T379,Claim,48308,48353,One party is ready to move in these programs.,1_1960,-1,-1
T380,Claim,48354,48393,The other party gives them lip service.,1_1960,-1,-1
T381,Claim,48759,48789,"Well, I think they're serious.",1_1960,57,1
T382,Claim,48790,48882,I think it's a matter that we should continue to uh - give uh - great care and attention to.,1_1960,57,-1
T383,Claim,48883,49022,We should support uh - the laws which the United States has passed in order to protect us from uh - those who would destroy us from within.,1_1960,57,-1
T384,Claim,49023,49102,"We should sustain uh - the Department of Justice in its efforts and the F.B.I.,",1_1960,57,-1
T385,Claim,49107,49138,we should be continually alert.,1_1960,57,4
T386,Claim,49227,49272,I think that we can meet any internal threat.,1_1960,-1,-1
T387,Premise,49147,49226,"if the United States is maintaining a strong society here in the United States,",1_1960,57,-1
T388,Claim,49273,49320,The major threat is external and will continue.,1_1960,-1,-1
T389,Claim,49357,49424,I agree with Senator Kennedy's appraisal generally in this respect.,1_1960,59,-1
T390,Premise,49425,49521,The question of Communism within the United States has been one that has worried us in the past.,1_1960,59,-1
T391,Premise,49522,49585,It is one that will continue to be a problem for years to come.,1_1960,59,-1
T392,Premise,49586,49760,"We have to remember that the cold war that Mr. Khrushchev is waging and his colleagues are waging, is waged all over the world and it's waged right here in the United States.",1_1960,59,-1
T393,Claim,49761,49804,That's why we have to continue to be alert.,1_1960,59,5
T394,Claim,49805,49857,It is also essential in being alert that we be fair;,1_1960,59,5
T395,Premise,49858,49947,fair because by being fair we uphold the very freedoms that the Communists would destroy.,1_1960,59,-1
T396,Premise,49948,50013,We uphold the standards of conduct which they would never follow.,1_1960,59,-1
T397,Claim,50039,50409,"I think that uh - we must look to the future having in mind the fact that we fight Communism at home not only by our laws to deal with Communists uh - the few who do become Communists and the few who do become tra- fellow travelers, but we also fight Communism at home by moving against those various injustices which exist in our society which the Communists feed upon.",1_1960,59,-1
T398,Claim,50510,50698,"I do believe that he uh - would agree that I am just as sincere in believing that my proposals for federal aid to education, my proposals for health care are just as sincerely held as his.",1_1960,59,-1
T399,Claim,52409,52452,That is the growth that we are looking for;,1_1960,62,10
T400,Claim,52453,52547,it is the growth that this Administration has supported and that its policies have stimulated.,1_1960,-1,-1
T401,Claim,52393,52408,that is growth.,1_1960,62,10
T402,Premise,52194,52251,this Administration has encouraged individual enterprise;,1_1960,62,8
T403,Premise,52256,52388,it has resulted in the greatest expansion of the private sector of the economy that has ever been witnessed in an eight-year period.,1_1960,62,-1
T404,Claim,52589,52861,"I must say that the reason that the schools have been constructed is because the local school districts were willing to increase the property taxes to a tremendously high figure - in my opinion, almost to the point of diminishing returns in order to sustain these schools.",1_1960,64,-1
T405,Claim,52872,52908,I think we have a rich uh - country.,1_1960,64,-1
T406,Claim,52913,52948,I think we have a powerful country.,1_1960,64,3
T407,Claim,52949,53093,"I think what we have to do, however, is have the president and the leadership set before our country exactly what we must do in the next decade,",1_1960,64,3
T408,Premise,53094,53204,"if we're going to maintain our security in education, in economic growth, in development of natural resources.",1_1960,64,-1
T410,Claim,53570,53662,"I think that's the big assignment, the big task, the big function of the federal government.",1_1960,-1,-1
T411,Claim,53376,53569,"I want to compare what we're doing with what our adversaries are doing, so that by the year 1970 the United States is ahead in education, in health, in building, in homes, in economic strength.",1_1960,64,-1
T409,Claim,54084,54212,I think it is well to put in perspective where we really do stand with regard to the Soviet Union in this whole matter of growth,1_1960,68,-1
T412,Claim,54214,54267,The Soviet Union has been moving faster than we have.,1_1960,68,-1
T413,Premise,54304,54338,They start from a much lower base.,1_1960,68,6
T414,Premise,54423,54533,today that their total gross national product is only forty-four per cent of our total gross national product.,1_1960,68,-1
T415,Premise,54534,54590,That's the same percentage that it was twenty years ago.,1_1960,68,8
T416,Claim,54636,54718,we find that the United States is even further ahead than it was twenty years ago.,1_1960,68,-1
T417,Premise,54774,54799,these are determined men.,1_1960,68,12
T418,Premise,54800,54823,They are fanatical men.,1_1960,68,12
T419,Premise,54828,54893,we have to get the very most of uh - out uh - out of our economy.,1_1960,68,-1
T420,Claim,54894,54948,I agree with Senator Kennedy completely on that score.,1_1960,68,14
T421,Claim,54949,55036,Where we disagree is in the means that we would use to get the most out of our economy.,1_1960,68,-1
T422,Premise,55064,55200,"Senator Kennedy too often would rely too much on the federal government, on what it would do to solve our problems, to stimulate growth.",1_1960,68,-1
T423,Claim,55201,55536,"I believe that when we examine the Democratic platform, when we examine the proposals that he has discussed tonight, when we compare them with the proposals that I have made, that these proposals that he makes would not result in greater growth for this country than would be the case if we followed the programs that I have advocated.",1_1960,68,-1
T424,Premise,55670,55897,"Our health program - the one that Senator Javits and other Republican Senators, as well as I supported - is one that provides for all people over sixty-five who want health insurance, the opportunity to have it if they want it.",1_1960,68,-1
T425,Premise,55898,55978,It provides a choice of having either government insurance or private insurance.,1_1960,68,-1
T426,Premise,55983,56040,it compels nobody to have insurance who does not want it.,1_1960,68,22
T427,Premise,56041,56188,"His program under Social Security, would require everybody who had Social Security to take government health insurance whether he wanted it or not.",1_1960,68,-1
T428,Premise,56193,56281,it would not cover several million people who are not covered by Social Security at all.,1_1960,68,-1
T429,Claim,56306,56358,I think that our program does a better job than his.,1_1960,68,25
T430,Claim,56402,56676,this downgrading of how much things cost I think many of our people will understand better when they look at what happened when - during the Truman Administration when the government was spending more than it took in - we found savings over a lifetime eaten up by inflation.,1_1960,68,-1
T431,Premise,56677,56847,We found the people who could least afford it - people on retired incomes uh - people on fixed incomes - we found them unable to meet their bills at the end of the month.,1_1960,68,-1
T432,Premise,56848,56967,It is essential that a man who's president of this country certainly stand for every program that will mean for growth.,1_1960,68,-1
T433,Claim,56972,57028,I stand for programs that will mean growth and progress.,1_1960,68,29
T434,Premise,57033,57139,it is also essential that he not allow a dollar spent that could be better spent by the people themselves.,1_1960,-1,-1
T435,Claim,57393,57448,I want to make sure that it stays in that relationship.,1_1960,70,3
T436,Claim,57288,57392,I must say that forty-four percent and that Soviet country is causing us a good deal of trouble tonight.,1_1960,70,-1
T437,Claim,57449,57669,"I don't want to see the day when it's sixty percent of ours, and seventy and seventy-five and eighty and ninety percent of ours, with all the force and power that it could bring to bear in order to cause our destruction.",1_1960,70,-1
T438,Premise,57736,57782,Our program was an amendment to the Kerr bill.,1_1960,70,6
T439,Premise,57783,57862,The Kerr bill provided assistance to all those who were not on Social Security.,1_1960,70,-1
T440,Claim,57863,57898,I think it's a very clear contrast.,1_1960,70,8
T441,Premise,57899,58010,"In 1935, when the Social Security Act was written, ninety-four out of ninety-five Republicans voted against it.",1_1960,70,-1
T442,Premise,58011,58047,Mr. Landon ran in 1936 to repeal it.,1_1960,70,10
T443,Premise,58048,58203,"In August of 1960, when we tried to get it again, but this time for medical care, we received the support of one Republican in the Senate on this occasion.",1_1960,70,-1
T444,Claim,58213,58378,"I think the question before the American people is: as they look at this country and as they look at the world around them, the goals are the same for all Americans.",1_1960,70,-1
T445,Claim,58379,58405,The means are at question.,1_1960,70,14
T446,Claim,58406,58429,The means are at issue.,1_1960,70,14
T447,Claim,58808,58816;58817,I agree. I think you should vote for Mr. Nixon.,1_1960,70,-1
T448,Premise,58430,58497,"If you feel that everything that is being done now is satisfactory,",1_1960,70,14
T449,Premise,58503,58621,the relative power and prestige and strength of the United States is increasing in relation to that of the Communists;,1_1960,70,14
T450,Premise,58627,58658,"we've b- gaining more security,",1_1960,70,14
T451,Premise,58664,58727,"we are achieving everything as a nation that we should achieve,",1_1960,70,14
T452,Premise,58733,58802,"we are achieving a better life for our citizens and greater strength,",1_1960,70,-1
T453,Premise,58860,58914,"if you feel that we have to move again in the sixties,",1_1960,70,16
T454,Premise,58920,59058,the function of the president is to set before the people the unfinished business of our society as Franklin Roosevelt did in the thirties,1_1960,70,16
T455,Claim,59060,59206,the agenda for our people - what we must do as a society to meet our needs in this country and protect our security and help the cause of freedom.,1_1960,70,-1
T456,Claim,59313,59426,"can freedom in the next generation conquer, or are the Communists going to be successful? That's the great issue.",1_1960,70,-1
T457,Claim,59463,59492,I think freedom will conquer.,1_1960,70,20
T458,Claim,59633,59690,I think that uh - the tide could begin to run against us.,1_1960,70,21
T459,Premise,59505,59530,"if we fail to move ahead,",1_1960,70,20
T460,Premise,59531,59627,"if we fail to develop sufficient military and economic and social strength here in this country,",1_1960,70,-1
T461,Claim,59695,59813,"I don't want historians, ten years from now, to say, these were the years when the tide ran out for the United States.",1_1960,70,-1
T462,Claim,59814,59943,I want them to say these were the years when the tide came in; these were the years when the United States started to move again.,1_1960,70,-1
T463,Claim,60102,60130,I think we're ready to move.,1_1960,70,25
T464,Claim,60135,60213,"it is to that great task, if we're successful, that we will address ourselves.",1_1960,-1,-1
T1,Claim,1508,1557,it was a pre-planned assault by heavily armed men,38_2012,1,0
T2,Premise,1424,1495,"The State Department has now made clear, there were no protesters there",38_2012,0,16
T3,Premise,1244,1422,"On a rather somber note, one month ago tonight, on the anniversary of 9/11, Ambassador Chris Stevens and three other brave Americans were killed in a terrorist attack in Benghazi",38_2012,0,15
T4,Claim,1646,1662,it was a tragedy,38_2012,2,0
T5,Premise,1678,1711,Chris Stevens was one of our best,38_2012,2,1
T6,Premise,1713,1748,We lost three other brave Americans,38_2012,2,2
T8,Claim,1837,1891,we will find and bring to justice the men who did this,38_2012,2,4
T7,Claim,1907,1938,we will get to the bottom of it,38_2012,2,5
T9,Claim,2058,2108,whatever mistakes were made will not be made again,38_2012,2,5
T10,Claim,2296,2376,the best way to do that is take a look at how he's handled the issues of the day,38_2012,2,8
T11,Claim,2111,2234,"When you're looking at a president, Martha, it seems to me that you should take a look at his most important responsibility",38_2012,2,6
T12,Claim,2236,2290,That's caring for the national security of the country,38_2012,2,7
T13,Premise,2379,2427,"On Iraq, the president said he would end the war",38_2012,2,9
T14,Premise,2520,2607,"Governor Romney said that was a tragic mistake, we should have left 30,000 troops there",38_2012,2,11
T15,Premise,2429,2518,"Governor Romney said that was a tragic mistake, we should have left 30,000 -- he ended it",38_2012,2,10
T16,Premise,2610,2673,"With regard to Afghanistan, he said he will end the war in 2014",38_2012,2,12
T17,Premise,2675,2732,"Governor Romney said we should not set a date, number one",38_2012,2,13
T18,Premise,2738,2781,"number two, with regard to 2014, it depends",38_2012,2,14
T19,Premise,2784,2990,"When it came to Osama bin Laden, the president the first day in office, I was sitting with him in the Oval Office, he called in the CIA and signed an order saying, ""My highest priority is to get bin Laden.""",38_2012,2,15
T20,Premise,2992,3116,"Prior to the election, prior to the -- him being sworn in, Governor Romney was asked the question about how he would proceed",38_2012,2,16
T21,Premise,3118,3179,"He said, ""I wouldn't move heaven and earth to get bin Laden.""",38_2012,2,17
T22,Premise,3180,3261,He didn't understand it was more than about taking a murderer off the battlefield,38_2012,2,18
T23,Premise,3263,3424,"It was about restoring America's heart and letting terrorists around the world know, if you do harm to America, we will track you to the gates of hell if need be",38_2012,2,19
T24,Claim,3439,3524,the president of the United States has -- has led with a steady hand and clear vision,38_2012,2,20
T25,Claim,3526,3555,"Governor Romney, the opposite",38_2012,2,21
T26,Claim,3557,3598,The last thing we need now is another war,38_2012,2,22
T27,Claim,4354,4396,This is becoming more troubling by the day,38_2012,5,6
T28,Premise,4398,4433,They first blamed the YouTube video,38_2012,5,7
T29,Premise,4435,4510,Now they're trying to blame the Romney-Ryan ticket for making this an issue,38_2012,5,8
T30,Premise,4513,4632,"With respect to Iraq, we had the same position before the withdrawal, which was we agreed with the Obama administration",38_2012,5,9
T31,Claim,4065,4149,"if we're hit by terrorists we're going to call it for what it is, a terrorist attack",38_2012,5,3
T32,Premise,3952,4056,He went to the U.N. and in his speech at the U.N. he said six times -- he talked about the YouTube video,38_2012,5,2
T33,Premise,3871,3950,It took the president two weeks to acknowledge that this was a terrorist attack,38_2012,5,1
T34,Premise,3704,3869,"When you take a look at what has happened just in the last few weeks, they sent the U.N. ambassador out to say that this was because of a protest and a YouTube video",38_2012,5,0
T35,Premise,4151,4211,Our ambassador in Paris has a Marine detachment guarding him,38_2012,5,4
T36,Premise,4213,4352,"Shouldn't we have a Marine detachment guarding our ambassador in Benghazi, a place where we knew that there was an Al Qaida cell with arms?",38_2012,5,5
T37,Claim,4829,4902,We don't have a status of forces agreement because they failed to get one,38_2012,5,12
T38,Premise,4713,4827,The vice president was put in charge of those negotiations by President Obama and they failed to get the agreement,38_2012,5,11
T39,Premise,4634,4711,Let's have a status of forces agreement to make sure that we secure our gains,38_2012,5,10
T40,Claim,5208,5239,we agree with a 2014 transition,38_2012,5,16
T41,Claim,5245,5323,what we also want it do is make sure that we're not projecting weakness abroad,38_2012,5,17
T42,Claim,5329,5357,that's what's happening here,38_2012,5,17
T43,Claim,5442,5478,it's indicative of a broader problem,38_2012,6,0
T44,Claim,5552,5635,"the Obama foreign policy, which is making the (inaudible) more chaotic us less safe",38_2012,6,1
T45,Claim,6190,6272,We should have spoken out right away when the green revolution was up and starting,38_2012,8,3
T46,Premise,6140,6188,it's never too early to speak out for our values,38_2012,8,2
T47,Claim,6274,6326,when the mullahs in Iran were attacking their people,38_2012,8,3
T48,Claim,6328,6441,We should not have called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people,38_2012,8,4
T49,Claim,6443,6516,"We should always stand up for peace, for democracy, for individual rights",38_2012,8,5
T50,Claim,6523,6579,we should not be imposing these devastating defense cuts,38_2012,8,6
T51,Premise,6589,6708,"what that does when we equivocate on our values, when we show that we're cutting down on defense, it makes us more weak",38_2012,8,6
T52,Premise,6710,6730,It projects weakness,38_2012,8,7
T53,Premise,6736,6803,"when we look weak, our adversaries are much more willing to test us",38_2012,8,8
T54,Claim,6925,6951,that's a bunch of malarkey,38_2012,9,0
T55,Claim,6999,7037,not a single thing he said is accurate,38_2012,11,0
T56,Claim,7166,7261,the congressman here cut embassy security in his budget by $300 million below what we asked for,38_2012,13,1
T57,Claim,7327,7508,"Governor Romney, before he knew the facts, before he even knew that our ambassador was killed, he was out making a political statement which was panned by the media around the world",38_2012,13,3
T58,Claim,7514,7612,this talk about this -- this weakness. I -- I don't understand what my friend's talking about here,38_2012,13,-1
T59,Premise,7708,7792,This is a guy who's repaired our alliances so the rest of the world follows us again,38_2012,13,7
T60,Premise,7621,7706,this is a president who's gone out and done everything he has said he was going to do,38_2012,13,6
T61,Premise,7794,8011,"This is the guy who brought the entire world, including Russia and China, to bring about the most devastating -- most devastating -- the most devastating efforts on Iran to make sure that they in fact stop (inaudible)",38_2012,13,8
T62,Claim,8403,8467,that was exactly what we were told by the intelligence community,38_2012,17,0
T63,Claim,8469,8508,The intelligence community told us that,38_2012,17,1
T64,Premise,8510,8595,"As they learned more facts about exactly what happened, they changed their assessment",38_2012,17,2
T65,Premise,8597,8836,"That's why there's also an investigation headed by Tom Pickering, a leading diplomat from the Reagan years, who is doing an investigation as to whether or not there are any lapses, what the lapses were, so that they will never happen again",38_2012,17,3
T66,Claim,8948,8995,We did not know they wanted more security again,38_2012,19,1
T67,Premise,8899,8946,we weren't told they wanted more security there,38_2012,19,0
T68,Claim,9049,9119,we said exactly what the intelligence community told us that they knew,38_2012,19,2
T69,Premise,9121,9144,That was the assessment,38_2012,19,3
T70,Claim,9150,9240,"as the intelligence community changed their view, we made it clear they changed their view",38_2012,19,4
T71,Claim,9531,9565,That's not presidential leadership,38_2012,19,9
T72,Premise,9399,9529,"even before we knew what happened to the ambassador, the governor was holding a press conference -- was holding a press conference",38_2012,19,8
T73,Claim,10003,10071,what we should not be apologizing for are standing up for our values,38_2012,23,0
T74,Claim,10073,10237,"What we should not be doing is saying to the Egyptian people, while Mubarak is cracking down on them, that he's a good guy and, in the next week, say he ought to go",38_2012,23,1
T75,Claim,10239,10454,"What we should not be doing is rejecting claims for -- for calls for more security in our barracks, in our Marine -- we need Marines in Benghazi when the commander on the ground says we need more forces for security",38_2012,23,2
T76,Premise,10456,10494,There were requests for extra security,38_2012,23,3
